"consumo_energia","num_moradores","area_m2","temperatura_media","renda_familiar","uso_ar_condicionado","tipo_construcao","equipamentos_eletro","potencia_total_equipamentos"
194.921857738777,2,109.462046296744,23.218763432883,5800.44393952244,"Não","Casa",9,12.6816140147464
254.09331292281,3,112.663462125616,22.202519496653,6885.05604450753,"Sim","Casa",6,7.56149032347381
295.559002911127,4,152.843813588103,20.5650176194595,6422.15951115848,"Sim","Casa",13,15.1536853993418
253.147073180842,5,74.6765167888884,25.6371190650359,4894.91621693504,"Sim","Casa",8,7.01141172956477
233.184785590758,5,105.106476960376,20.2904141144912,4352.03988748749,"Sim","Casa",12,12.3244902466423
316.919569977481,3,138.596872721414,23.23558053787,6776.53568699362,"Sim","Casa",15,17.2222342742255
291.601371002433,6,180.1807655299,22.9969160969753,7880.3314591051,"Sim","Casa",14,16.1410486091947
226.149303293666,1,126.35825044477,25.3512473178044,5641.61782002575,"Não","Casa",9,11.158459932156
171.638248334632,2,49.4497479935445,25.1806734663051,3912.19113469774,"Sim","Casa",6,5.30512140231125
238.270050657906,5,159.820125838273,24.8080369701662,1317.5487847256,"Não","Casa",12,11.8814698159436
271.931381704421,5,117.426626431699,19.6136255362578,3834.02730325582,"Sim","Apartamento",12,13.3370311629814
245.355447550552,4,117.398809279108,22.411656713829,4623.77003282889,"Sim","Casa",9,12.9312669602104
251.156233336061,5,112.483850421065,20.1682460277247,8418.00238737763,"Sim","Apartamento",8,8.55121889013366
231.943820404967,2,131.860341442701,17.6005721874428,6360.56146323964,"Sim","Casa",14,17.0740647676439
231.436004506895,1,157.108123772236,22.9533369235572,6632.13008132636,"Não","Apartamento",7,8.25875309660286
234.037407088594,1,124.315773344407,23.0592948927854,6095.17990079013,"Não","Apartamento",12,13.3670097320244
224.958321149826,3,76.5165428670626,18.020649882207,4450.75799496035,"Sim","Casa",11,11.6742602761739
278.306731487294,1,128.096014914848,26.9532057932068,7008.8160791489,"Sim","Apartamento",17,19.3579944412925
276.957105606856,6,160.160594721636,18.9826317829343,4309.04401373924,"Não","Casa",11,11.4816907634941
312.874107067082,5,168.334293917438,25.0460210863666,7346.03127957072,"Sim","Casa",13,16.8882282802852
219.632569389028,1,111.383094387781,23.418224027886,4125.55097545938,"Sim","Casa",10,11.9732783438798
229.033223426464,2,148.31200261498,18.9067386854697,7559.94551319456,"Não","Casa",15,18.217961146434
277.505031723819,4,86.2958757806639,24.8023625070996,9127.58929598894,"Sim","Casa",8,9.48694401460024
330.813445661511,4,187.940428374867,21.5895870287416,3552.71429283312,"Sim","Casa",12,14.0481703140996
295.890187799219,6,136.69394296666,17.7459861502891,3858.43082519129,"Sim","Apartamento",12,14.6875671221738
243.696518663912,6,111.377862781,19.7345796568932,7860.86662057065,"Sim","Casa",10,12.1224679486544
276.834681912216,3,155.276720286766,22.5181908416179,9601.71155045271,"Não","Casa",14,16.178445566161
248.229265594197,6,109.809877088374,20.6589659829151,4939.99514337743,"Não","Casa",9,12.6017935151654
240.809126049449,6,96.3858283363598,19.9229197748388,4076.51292162394,"Sim","Casa",9,12.3313830661049
198.354785284037,1,110.655954013993,23.3088641138571,6979.0608705753,"Sim","Apartamento",10,11.5409416364313
314.646897449522,6,124.873044361254,21.562497300538,8682.79818593459,"Sim","Casa",12,14.4321882046734
214.546170082922,2,146.798098114939,22.4635581112979,4859.18112558162,"Não","Casa",7,8.35073410852298
200.039228956414,1,110.041594392564,22.4821676492843,6247.15564312762,"Não","Apartamento",8,10.2950191550355
256.683990693858,2,120.949489564183,26.8012460535966,5181.74340699049,"Sim","Apartamento",11,14.7723867358971
275.498398719739,4,151.00800960481,20.6592504503273,7578.15343761199,"Sim","Apartamento",12,12.7484420470404
256.262947509027,5,112.857505973719,23.3547194818635,6135.32570069416,"Não","Casa",9,10.3417313966511
336.552358338957,5,138.115166007903,14.3528950222264,7704.13397623901,"Sim","Casa",14,14.6105909246089
292.631089121075,6,135.732107405444,20.1295645796962,6018.75991203857,"Não","Casa",13,14.8866888415156
223.796230371537,3,100.870211528211,21.8703315407398,6463.58079322388,"Não","Casa",11,13.644879837088
185.684564134342,1,94.6938562967793,20.8738030682474,7798.19228527155,"Sim","Casa",9,10.4463229252198
179.615563271344,4,101.719449910937,21.9116706733433,4560.24260206559,"Não","Casa",13,14.1722802155088
248.330551605617,6,66.2854120708275,20.1754335280762,7310.55144852016,"Sim","Casa",8,9.5884143115018
223.409371539717,1,112.804600091034,23.9106490109317,2603.94041594867,"Sim","Casa",8,8.83019678817848
260.825627840776,6,164.53280797764,19.5743446648895,7031.47367673549,"Não","Casa",8,9.41011943940187
224.45324213749,1,139.841465046861,22.1933948485574,7645.15858331913,"Não","Casa",7,7.83843776573176
249.204724060188,3,95.5416229951119,17.8869984580127,6008.63255385147,"Sim","Casa",13,14.6122180449953
276.326417110025,6,106.927894621081,19.1619654633999,7137.18330945246,"Sim","Apartamento",14,18.6304803626662
270.228760644836,4,141.946097518799,23.7415590906664,7175.33040390456,"Não","Apartamento",12,11.2721154820201
263.232787749864,1,165.142073551166,21.8253036321238,3275.64337304667,"Não","Casa",9,10.7631065172122
253.797817857911,6,110.708569535647,21.1927269125697,6291.72413906703,"Sim","Apartamento",11,13.7372066931806
250.553449796997,6,81.3943825697999,15.7748429926572,7359.55375760989,"Sim","Casa",17,19.7564021461571
184.591547489711,3,88.7217772365996,27.2518228383571,7396.41638546943,"Não","Casa",9,10.5953111972948
285.244136464132,6,151.44860329138,21.0763979783186,5422.67986774894,"Sim","Casa",9,10.8504757982442
261.739117615376,5,101.312487549523,26.3932464751078,4951.60334424759,"Sim","Casa",8,9.73316434987736
241.680117805812,3,171.262152047399,18.3065952846692,4656.69540711235,"Não","Apartamento",6,7.17521001999141
286.596415042802,6,135.255252186952,19.74653355179,3286.69606605272,"Sim","Apartamento",11,10.9973109480934
197.477978005903,2,128.295297903549,25.2599459142108,5601.53954582335,"Sim","Apartamento",12,17.1125799498685
306.335709019783,5,161.937456764883,20.8401687744126,7071.5834061304,"Sim","Casa",13,15.8396929986475
224.0902731872,5,68.7633707703275,21.904811511868,10593.2235750395,"Sim","Casa",7,7.87564084430264
253.129583762064,3,151.446731899558,22.3273919597093,4472.01718523572,"Sim","Casa",16,17.6981336370716
253.577155297464,2,169.94827951524,21.3593409001253,3209.87697068544,"Não","Apartamento",12,15.7967144753193
267.794971903992,2,91.4460903503569,26.3322603599202,10458.3907343244,"Sim","Apartamento",11,13.4886439340626
228.926609272965,2,111.613384260194,21.5179067098368,8289.84775409562,"Não","Casa",12,15.1359838917528
262.697970539457,4,132.027197274529,20.1304455378685,5873.13166336454,"Sim","Apartamento",8,10.0384014580557
NA,2,77.9932881546415,18.5887962627366,7432.37104507266,"Sim","Casa",10,13.5276484296189
288.869969219723,2,124.549832260732,27.5120078499011,7362.90406574701,"Sim","Casa",13,16.3055937564373
333.0422364839,6,102.819074176995,22.1340690390557,6380.54059772773,"Sim","Casa",13,15.5638850079459
248.513829705311,4,129.893595342696,19.0614106421754,8402.13609231577,"Não","Casa",9,10.717045903626
257.131803729721,4,112.098314488121,21.4155454670817,5859.83442286827,"Sim","Apartamento",17,21.5663530664714
294.751452768728,6,138.538346744462,22.9280848495906,6892.10781147248,"Sim","Casa",7,8.70346352719954
210.049525086121,1,115.113120746073,16.2434645732581,8675.8067193496,"Não","Apartamento",16,18.5468506905826
245.032847849064,6,104.750278027218,16.9059402474828,2992.28397579457,"Sim","Apartamento",13,16.6418729546225
288.227500930964,6,129.942045491372,21.6173436996807,2629.23758218636,"Sim","Casa",18,21.0550336995622
294.061055311731,6,137.231331948907,22.4949671375209,8624.19536710478,"Sim","Apartamento",14,14.7334726412534
268.055245580317,3,135.999429915419,17.4116749831838,7979.39191495742,"Sim","Casa",12,17.7344488358407
286.717665888355,6,127.451277665728,25.2598041439372,6613.34994720304,"Não","Apartamento",13,15.28672600658
253.028931602098,3,98.4597362579347,24.9558797581926,5521.35945833506,"Sim","Casa",11,12.6893276517597
261.932112815463,6,80.1872316949336,30.5173560697541,7423.86778422159,"Sim","Casa",4,7.61423156989173
229.258275034898,1,167.859982113188,22.0033333507548,2683.18467371278,"Não","Casa",13,17.9659976871454
254.285809829903,3,132.983637795204,19.379114420114,5157.30213163501,"Sim","Apartamento",8,6.78101129726757
218.305486824128,5,87.3150261427492,17.444708994791,4189.70173690809,"Não","Apartamento",8,9.22937119389879
175.13092890856,2,80.4604339315293,23.5789149409881,10445.3406671232,"Não","Casa",4,1.28830572213738
304.150840505655,6,109.752154634363,26.2056704401389,3783.6393954801,"Sim","Casa",12,13.5348831532541
228.606161856969,6,111.073342086307,24.7006447054575,4387.15295555509,"Não","Apartamento",9,10.5127626828098
245.029104894869,3,122.655379258905,21.6299440715452,3852.370478988,"Sim","Apartamento",13,15.2854998392332
214.998118026716,2,152.719338300246,17.3460935665287,2454.19778356213,"Não","Apartamento",7,6.45140622940636
221.762920952967,5,74.2064078726276,20.6617846745076,6155.63380066641,"Sim","Casa",7,7.73582651276871
256.826529210388,6,165.578697604675,12.5988006550412,7735.8817032225,"Não","Casa",11,12.9325060647261
276.947492732748,5,133.562562609134,20.685700803777,5706.72566942045,"Sim","Casa",15,16.5639780875316
267.964444023872,3,117.622816777423,21.1092242966077,10310.8850159886,"Sim","Casa",9,10.4047900405491
248.93416833963,4,129.167078554671,15.7454763127928,2429.95209401687,"Não","Casa",10,10.2548823612937
236.480187919396,4,94.3059246747046,22.3735043223922,6346.91174826388,"Sim","Casa",7,4.21930686262752
236.062517997966,6,153.117739346619,22.1051758429222,5683.46802339767,"Não","Apartamento",12,14.1993371701489
266.399289135054,4,143.40517957867,22.0766711142545,9046.65682454853,"Sim","Casa",6,6.95772276978677
240.066752874286,5,77.872435547818,17.0306363724525,6262.93354991452,"Sim","Casa",6,4.83847154235556
184.263388804346,3,93.5531176455995,17.1275388179866,3977.69677624365,"Não","Apartamento",11,13.9803145441149
181.09454590092,1,114.828194371569,18.5270446105728,6592.49849640188,"Não","Apartamento",9,12.2999940872193
279.803655202682,6,93.3801650451281,18.5170121146837,5747.31104731333,"Sim","Casa",9,11.1325176165127
180.308949781646,2,70.3219357714568,21.9534808609373,6476.30313760317,"Não","Casa",11,13.7111066600586
212.753308122816,1,100.865864196358,21.4674799524746,3200.38080909739,"Não","Apartamento",17,20.222292558995
230.46909457447,2,111.30426519609,20.2675669424878,7249.98540501727,"Sim","Casa",9,10.3673901357659
241.6837789122,5,77.3611505014441,20.2517871731286,9516.47371768422,"Não","Casa",7,9.08622313554959
241.178139131747,3,116.340147077806,18.0070920103972,5469.92342071048,"Sim","Casa",8,8.75114604861278
253.750052585728,4,87.8766218751448,20.0172493830806,8208.22308417904,"Sim","Casa",13,16.8325981362245
201.432275293883,4,63.3673816819903,18.8776640339365,8797.59855798771,"Sim","Casa",9,10.3251209974434
189.653874530314,1,97.7033690357979,23.28149311071,7907.56479756012,"Não","Casa",12,15.3907553011465
288.56147678448,6,93.7305835327947,26.3562388997191,4586.00874258115,"Sim","Casa",9,13.9438395474303
315.367599558135,6,165.227967154623,23.2550923415691,1046.59524605774,"Sim","Casa",12,14.405572715265
298.910804195437,4,105.126609105009,25.9323862797306,7911.22630901286,"Sim","Casa",12,13.3958941600609
246.042010853906,1,132.454652361944,20.5662572061954,5371.76024846401,"Sim","Casa",13,17.0533484203767
233.149065068056,6,107.958204770617,17.9722525799193,5852.2689246632,"Não","Casa",14,16.0327441480643
208.49358625335,3,102.797735494081,24.9138454426102,5720.26206802207,"Não","Casa",10,12.9627691450201
272.019798004227,4,87.1860736775269,18.4876263886185,6067.1637377214,"Sim","Casa",14,15.9958491911946
230.100246809184,3,75.0724642481936,18.3355919826345,3519.36458359961,"Sim","Apartamento",11,13.2205885662778
268.252947850609,5,134.042286862294,24.302004139835,6146.6910378553,"Sim","Casa",11,13.482802432524
271.559981958612,4,167.293529469891,21.138969796257,5344.06310543892,"Não","Casa",12,13.8278068920268
259.191616348617,4,129.657345476328,19.3119639777268,7005.29994824524,"Sim","Apartamento",7,11.0104133552335
246.237758018486,4,132.309046119667,23.4282161791625,2137.65955852514,"Sim","Apartamento",5,5.53793685372272
275.153399834579,6,119.675092297353,22.6907009197963,3470.51413536769,"Sim","Casa",13,15.5960005951319
254.833370356158,1,148.843610035075,25.0458998499788,6046.54577359199,"Sim","Apartamento",8,10.6190152021676
262.987558181257,2,132.936966036844,24.6855978668689,5719.18537284751,"Sim","Casa",5,7.06357103520837
251.678921268197,3,69.1839908192273,18.8045567039007,5561.1079458443,"Sim","Apartamento",15,18.2000831866375
231.493265242646,4,64.6782188222588,22.9053089336816,8759.3271931587,"Sim","Apartamento",8,9.38899650808044
228.95863464191,3,114.284891761713,24.5963012259131,5441.10112782018,"Não","Casa",7,9.92235157469229
216.882198305565,1,89.1198031118702,28.6073073672198,5410.3192845229,"Sim","Apartamento",12,14.9241137123473
253.553341051386,6,137.709331175129,20.8612868453764,4009.68490893761,"Sim","Casa",13,17.0976997522142
240.122068427795,5,106.831528529757,29.0499771558747,4815.61977720052,"Não","Casa",15,17.3066183464669
253.394446502229,5,149.8904264629,26.6400416705684,8251.95873225252,"Sim","Casa",6,10.3587109365753
276.471414763491,2,170.25275702054,24.2381394214109,9642.08972926915,"Não","Apartamento",10,14.4591735259048
299.082574931989,3,169.530368456179,16.4694952705111,9227.40128021356,"Sim","Apartamento",9,9.41454244411698
265.035153587701,5,114.095184558576,27.214985624548,4632.37920686295,"Sim","Casa",10,11.5349925349682
303.475304598437,6,95.8663111060212,23.351230588701,8190.44895760383,"Sim","Casa",13,14.5117135665071
263.155148003098,6,115.856783967798,22.0420869895306,3324.05153469037,"Sim","Apartamento",7,10.3194599344395
221.924891998984,1,78.4940320529231,21.6359503778535,4315.10429727955,"Sim","Casa",11,13.6636354981335
305.492397186192,4,157.599194450273,22.4725595417761,6628.8220842676,"Sim","Apartamento",11,13.4773339926142
221.156653450384,2,63.9367504422302,23.8414258514061,9881.09579237288,"Sim","Casa",11,12.0427822917431
246.843519180945,4,83.7399655888182,23.5516043581518,6134.97294458141,"Sim","Casa",8,12.2487259150754
258.075410547263,5,137.442469746645,25.508793591119,8088.85984865024,"Não","Casa",9,12.5540954865858
236.360512366367,5,130.310673669642,21.0570238792387,5855.91530929273,"Não","Casa",12,15.0288653421735
286.354484273091,6,146.06013113656,16.13660760819,6013.58340867965,"Não","Casa",15,20.545821847265
300.344463147764,5,91.6127660233073,23.0258447449245,6834.04004240026,"Sim","Apartamento",10,12.245009255372
232.63585604058,5,71.7307413994048,21.9691363765796,9241.80883491008,"Não","Casa",3,3.00734872899632
205.890799167763,1,150.026451926763,24.0679011238259,4432.90388376679,"Não","Casa",8,5.81326619216449
247.102770707738,2,137.261685322283,22.9152195380398,5502.90654544573,"Sim","Casa",7,7.00719359245439
268.093657838587,1,187.214807942942,18.9082450335499,6633.00694708861,"Não","Apartamento",13,12.9611238392117
247.659467983393,2,87.8311442412253,16.812961537396,6145.34168050805,"Não","Apartamento",13,12.083707004956
182.645968073995,5,64.9100239718395,19.9278737716093,3540.65078465539,"Não","Apartamento",12,10.476163281571
296.171606209593,5,144.333684072249,19.180193113166,NA,"Sim","Casa",12,13.5464225467677
283.604962951137,1,168.857496646161,21.934085079342,7372.16513599811,"Sim","Apartamento",9,11.323163679246
277.674476614564,2,114.919837212375,22.074150422141,5640.07430641936,"Sim","Casa",14,15.4679719914102
320.198935676016,5,145.755754318999,17.2348461932765,6177.28666348017,"Sim","Casa",9,11.1305864178534
235.800312797613,4,106.752096634872,26.4874313700818,3341.60327762844,"Sim","Casa",3,1.92681585382082
234.921756829859,2,152.575751026031,21.2141437831851,5093.00018914834,"Sim","Apartamento",8,11.5065931874801
247.914486701654,6,131.165363348078,21.2435237425702,4406.27932571628,"Não","Apartamento",12,12.5200436327479
234.488594617955,2,135.118951044175,24.0107165135788,6599.9644312708,"Sim","Casa",4,6.44256430910577
204.248278566853,3,80.6288808704683,22.1538701856311,5179.95123754691,"Sim","Casa",12,14.0668440878657
163.672111734388,1,98.8952590565698,23.8964415366187,4938.76101713326,"Não","Apartamento",9,8.85089641748415
221.04452293537,1,102.863119305963,19.1018374931982,7761.78679087292,"Sim","Casa",13,16.3475742711702
233.577113123296,5,112.379710613429,21.06594099174,5984.33656446977,"Não","Casa",16,21.3296414530914
205.760688064395,5,78.0241010265702,25.3752791886241,9966.36532854384,"Não","Casa",8,9.26353609305552
257.418979680083,3,138.911546763317,20.4281689350155,2040.49818305259,"Sim","Apartamento",11,14.0650890806109
188.351791981573,2,92.7491117362943,21.7222583139693,8146.14777372592,"Não","Apartamento",14,16.7993294495199
261.547603369533,5,128.741980279038,21.8400568163706,6426.22443194655,"Sim","Casa",13,15.9372863015237
226.608175125968,6,71.5887588437423,19.2760453416253,3544.87960448791,"Sim","Casa",10,11.550764446245
255.693713330394,5,92.6488635018113,23.0517138880662,6390.18277312845,"Não","Casa",8,8.88104292931927
268.448533040969,3,182.820965087979,22.1536005985524,6436.58330752798,"Não","Casa",11,11.8939089013812
265.771910837145,3,136.823612599542,27.6900347180676,5571.62574053841,"Não","Casa",12,14.4823925695383
209.087664539442,1,121.935896263392,19.204387736366,6065.71357568565,"Sim","Casa",7,7.02824844539784
222.022645709775,4,85.7592690391711,22.9485007352227,8488.95430426053,"Não","Apartamento",10,12.7084626849533
209.951546152108,2,99.3863863335049,24.1838669422512,6775.79002262184,"Sim","Apartamento",13,15.4880956462324
260.925252431457,1,90.6192474150547,19.8730201719552,3853.18209210893,"Sim","Casa",13,12.3367374363441
235.78043881358,2,133.81556839925,17.7125465376149,4361.5307946769,"Não","Apartamento",11,8.70893450642793
245.30124676491,4,181.320457823404,22.5058916452743,1594.12344935986,"Sim","Casa",7,5.69536004316119
332.966517021347,5,167.106270161297,20.2101758644791,7209.63504778759,"Sim","Casa",10,10.1790447042123
266.70431515219,1,125.135706621741,22.1053519663022,5345.15855348156,"Sim","Casa",9,9.96144790128847
222.581114880599,1,107.697428420203,21.452305387671,6684.9857295572,"Sim","Apartamento",7,8.97001059199398
211.607072406756,1,162.461404408257,21.1369339751273,6457.26155561508,"Não","Casa",10,10.0606466432044
270.346296646793,5,156.496490265835,18.6721689451824,4695.96548590859,"Não","Casa",13,12.5027112948348
278.341860329994,6,114.231702934216,20.4325359979244,5802.24892450619,"Sim","Casa",13,16.0499815839825
343.271054500609,6,173.741625832664,19.4694368805353,7908.22656717361,"Sim","Apartamento",7,8.68699490885836
271.757622915443,6,134.059537805031,20.5165791275611,5107.31583803063,"Sim","Casa",5,4.8442403889037
160.019529734549,3,96.4549158814783,23.4310193378589,6614.25876836931,"Não","Casa",2,2.74193477074223
225.81316290517,1,90.3746496579297,18.4871405997097,6099.44005478523,"Sim","Casa",11,12.6786651752029
180.369914737258,2,98.7031960040329,21.2736880044526,1684.24198799901,"Não","Casa",3,6.0286013462224
265.820181119027,2,133.276536199029,24.6659128261045,3275.46575365034,"Sim","Casa",10,11.7203780784549
250.583168616279,1,107.033929762424,26.5062782873193,3961.17268869252,"Sim","Casa",8,7.9246542206527
235.661886979388,2,105.123531335479,21.6839681866077,8183.05923555334,"Sim","Casa",10,13.2697175844891
218.895565836394,1,85.1968655166815,20.5934617267815,4379.40533098206,"Sim","Apartamento",11,14.5179061344096
294.463596251825,5,162.902538545562,23.5762034806071,5021.0080190149,"Sim","Casa",6,8.52077902089794
204.225038407347,2,120.109425772076,22.1496090278403,7630.27867996494,"Não","Casa",11,14.3689059048122
233.619439579105,3,149.579254427495,23.7467527189003,6916.10393578505,"Não","Casa",8,7.52570140420975
207.740185846419,5,98.9890880359182,27.0355433282307,4590.98076584622,"Não","Apartamento",12,14.9340869294994
187.359732477421,4,87.2535135256767,21.0826676078248,1051.66713141938,"Não","Casa",8,7.78955960901525
268.117255830218,5,80.44812982581,22.6376887626858,7649.61069110274,"Sim","Casa",11,13.1986051165401
185.632009771702,2,133.755165876219,18.0707586050437,572.125270956459,"Não","Casa",9,10.8256903906704
194.918121050435,1,112.00433206482,18.6906389064351,7601.42779552062,"Sim","Casa",4,4.78484549893238
238.597029957827,4,97.668340185708,20.1960301830518,6194.21818679538,"Sim","Casa",9,9.68055033491748
305.500074104324,6,142.986359745415,21.0238791502135,6367.95357553307,"Sim","Casa",9,9.78331940697229
240.895026248832,2,120.835542704645,18.6800135543785,6077.85298604188,"Sim","Casa",15,16.9045935254715
282.921580194195,6,93.4071415271576,25.652525058805,7577.64377145617,"Sim","Casa",8,11.4015608709508
236.434834825857,5,67.0355720154329,19.2755650558823,10697.9303032508,"Sim","Apartamento",8,7.48489508977392
285.353642365439,1,147.914306674529,19.9465064474391,6740.59514978726,"Sim","Apartamento",13,13.0181025453798
202.163333116654,5,55.7363272029063,18.4135628591919,9538.72508694848,"Sim","Apartamento",10,12.9981673751392
167.465996346373,1,79.3571389097152,21.6022777922149,8010.9511691628,"Não","Apartamento",12,13.7537899233779
265.769741076633,4,149.345504264412,21.232858109033,5637.86007821073,"Sim","Casa",10,11.5064419217605
210.065789421163,3,151.46355511861,23.7333111706289,4432.8339807213,"Não","Casa",7,10.7449641985382
219.807505276878,1,107.600508126385,13.3223848965812,6274.14520097093,"Não","Casa",12,10.5061896980189
280.128409854466,6,130.691248924664,20.9317409261724,8635.24154350292,"Não","Casa",12,12.9862954730082
251.373554205095,1,105.219748351204,20.3080388507288,5305.28964101607,"Sim","Casa",10,11.9225677264787
227.966533047527,2,141.111582870804,25.1771870755469,5932.02458319451,"Sim","Apartamento",9,11.7584318191447
279.682776652117,4,134.687643342583,19.1878598985102,4863.99143178182,"Sim","Casa",13,17.1437135091605
232.56413097024,2,159.629558461531,19.0606631978296,5147.88359331703,"Não","Apartamento",9,12.8714735688051
254.745457029249,1,141.781327509284,27.2633655291479,4446.25829259289,"Sim","Apartamento",8,9.98045999783736
289.144265980624,5,121.700703745248,21.4335775636866,4677.55906562975,"Sim","Apartamento",15,18.8473108870339
205.694688706227,5,95.5415521679254,24.3428999929126,6657.01955916053,"Não","Apartamento",13,16.4517617845897
236.884581783395,1,123.1931554742,21.7007030256934,2066.15415515814,"Sim","Casa",11,15.1245423626464
253.035389127762,1,107.078106428105,27.1714314887401,10141.3987178761,"Sim","Casa",13,15.8216291978076
271.80011009433,5,114.230189912853,21.3367073961621,6141.29415625918,"Sim","Casa",12,15.1868087508118
227.310671057354,5,129.645467448737,18.2120391462886,7195.55254200483,"Não","Casa",7,8.42942017544182
280.383785685034,2,128.108962741627,28.69310122522,6855.04162140462,"Sim","Casa",12,15.2781066069264
241.800152022992,2,68.6954869342886,25.9251306176805,6947.39806053148,"Sim","Casa",11,14.6775554507033
272.515868687441,6,129.682764242702,23.3693933908606,6718.66338430866,"Sim","Casa",6,7.19446149458096
253.24134177731,5,112.172985859765,21.2981523474846,8640.98819080312,"Não","Casa",12,13.5279339349504
221.775771606932,1,110.709255013376,22.7911703293571,4714.20466924951,"Não","Apartamento",5,4.37528655652114
169.250471677101,1,46.625997129789,18.9529580904733,9914.67485019029,"Sim","Casa",13,13.7123210086487
255.987931276296,5,76.5890427624517,26.3602765305422,6455.23894503081,"Sim","Apartamento",10,10.313659402486
308.502036062662,5,126.521334031658,22.0197450334302,5157.33678145293,"Sim","Casa",11,13.1621258645065
252.663791241096,4,136.967169548045,25.2707783083694,8724.55732995995,"Não","Apartamento",11,11.3062426396001
273.038113305475,5,133.489081588877,21.9246847845656,6393.22992388756,"Sim","Casa",11,8.90016130033513
255.216887743857,5,125.371117356471,22.434604549994,3835.68977162329,"Sim","Casa",6,9.66539842062794
227.158155122564,4,108.246439766539,25.9944106053852,913.004409733395,"Sim","Casa",11,14.8239411539944
